Gene_ID,sp_num,root2tip_variance,tree_legnth,spTr_bipartition,aln_length,average_node_support,Rafflesiaceae_best_compositional_homogeneity_pvalue,stem_raff_branch_len,ancestor_of_stem_raff_bran_len,raff_placement_SHaLRT,raff_placement_UFBP
2313,34,0.0114555,3.66811,0.317073171,2396,70.85,11.98,0.353587815,0.004125206,32.9,45
2348,32,0.0161771,5.31075,0.195121951,3135,62.23,28.38,0.241526904,0.022624644,79,45
2352,27,0.0153505,3.25002,0.195121951,1710,75.35,99.73,0.36583031,0.019620073,30.2,45
2394,37,0.00923361,5.46229,0.341463415,663,69.29,57.17,0.258266121,0.020936862,40.4,45
2453,32,0.0216026,3.64991,0.341463415,1539,68.16,28.01,0.238984717,0.009945645,29.3,45
2501,28,0.0197596,4.6696,0.097560976,667,52.74,94.38,0.451910026,0.058325038,47.8,45
2601,35,0.0155414,4.02544,0.341463415,2102,62.67,15.57,0.225135597,0.007811316,67,45
2676,34,0.00775629,3.26649,0.341463415,1274,74.67,81.86,0.180080511,0.006071455,77.5,45
2813,38,0.0431063,7.29533,0.43902439,819,70.83,92.88,0.716932164,0.021977792,60.4,45
3038,39,0.00466444,5.47079,0.414634146,1544,69.03,93.44,,,55.4,45
29,26,0.023561,3.83524,0.146341463,907,59.58,11.22,0.519466428,0.01824653,87.6,44
96,18,0.0239688,3.97417,0.097560976,915,55.81,47.85,0.443013096,0.011418005,36.4,44
173,30,0.0163005,3.51797,0.268292683,1305,68.32,88.18,0.388600889,0.003743287,3.75,44
227,29,0.0111184,4.78176,0.219512195,1194,71.93,75.74,0.360480502,0.019434613,94.2,44
278,29,0.0181827,3.73309,0.219512195,1878,72.63,27.68,0.354276282,0.021711859,35.6,44
367,21,0.212573,5.47146,0.097560976,1506,75.95,74.56,0.367802458,0.042290353,83.2,44
377,28,0.0184054,4.87699,0.195121951,3401,76.81,1.17,0.295644855,0.023102177,34.1,44
381,30,0.0122018,4.86475,0.195121951,710,72.64,82.34,0.290468115,0.059388954,94.2,44
384,27,0.0111902,4.12728,0.195121951,633,67.4,7.63,,,78.7,44
423,29,0.0213905,5.11968,0.243902439,1351,79.19,80.78,0.429350922,0.01012482,36.2,44
487,30,0.00977217,4.35238,0.219512195,1075,71.82,87.52,0.276133122,0.006140592,43.8,44
527,25,0.170731707,,,1029,68.09,52.77,0.418774467,0.022167137,77.6,44
619,31,0.0110289,3.65077,0.219512195,1262,62.66,44.38,0.291942405,0.024414057,76,44
649,30,0.195121951,,,1140,70.68,19.79,0.28087796,0.009501556,28.3,44
657,31,0.00668201,3.665,0.146341463,582,61.97,82.87,0.203778052,0.013420934,82.7,44
738,31,0.0193812,5.66096,0.243902439,2408,72.86,0.62,0.524045919,0.00844758,47.9,44
837,33,0.0182722,4.03779,0.268292683,1080,64.68,1.4,0.361744887,0.033973208,90.8,44
882,31,0.00644767,3.29606,0.292682927,1009,64.52,58.49,0.286525146,0.01040794,66.1,44
911,10,0.0106738,1.6661,0.048780488,1019,59.78,88.71,0.263021175,0.014460343,69.7,44
1089,33,0.170731707,,,1047,70.42,98.46,0.360927241,0.004840445,61,44
1178,32,0.024282,4.30921,0.268292683,1330,71.4,7.72,0.551095549,0.05969071,78,44
1199,32,0.00963849,3.86347,0.268292683,1257,68.6,79.16,0.238429783,0.007738867,83.2,44
1208,33,0.0318021,7.27787,0.195121951,1329,59.03,84,0.404173213,0.02305916,79.1,44
1416,34,0.268292683,,,2748,67.63,11.7,0.293935343,0.020741642,67.3,44
1420,33,0.0124552,3.82843,0.414634146,702,66.94,95.07,0.356618694,0.017922471,82.2,44
1511,29,0.0134314,4.26731,0.243902439,1447,66.93,48.46,0.241812438,0.024297617,59.6,44
1614,34,0.0101208,5.64538,0.268292683,691,66.97,76.9,0.262042324,0.018132126,87.5,44
1742,34,0.0212059,5.60371,0.219512195,1080,62.88,21.33,0.450931675,0.013683141,30.3,44
1987,34,0.0194014,4.02533,0.292682927,1008,70.79,99.58,0.300078823,0.016077123,87,44
2021,36,0.0337742,6.20672,0.317073171,765,69.09,64.23,0.540388249,0.024111539,44.2,44
2274,30,0.0459383,4.25677,0.317073171,1731,73.82,95.16,0.524627873,0.008957961,49.9,44
2503,26,0.00762118,2.40792,0.243902439,3012,62.6,78.17,0.313063402,0.004693278,48.4,44
2566,39,0.015016,5.67779,0.390243902,849,70.16,73.46,0.358523152,0.012379015,10.3,44
2755,41,0.0236638,6.10203,0.536585366,776,73.23,83.05,0.361918277,0.032351746,21.4,44
3042,29,0.00623393,2.34117,0.243902439,999,59.5,97.55,0.131695981,0.010136251,81,44
3058,33,0.0117163,3.86843,0.243902439,1372,64.13,34.87,0.302885295,0.009817543,71.6,44
61,28,0.0126363,4.06138,0.170731707,834,61.42,98.78,0.32017238,0.012301333,50,43
238,27,0.0159258,3.79432,0.170731707,1643,69.76,30.42,0.458245336,0.014216278,68.7,43
319,28,0.00538246,3.15289,0.146341463,1216,61.52,99.55,0.252114398,0.018986155,83,43
375,30,0.00350632,2.34405,0.243902439,1065,67.07,47.22,0.166239159,0.025809879,83,43
514,30,0.0150136,3.4975,0.219512195,1576,74.57,16.41,0.340649105,0.006556182,42.6,43
624,31,0.0268306,5.09924,0.243902439,1260,69.38,99.95,0.340770294,0.008869293,66.9,43
638,32,0.0171229,5.33478,0.268292683,1177,74.17,98.65,0.415435384,0.014923528,77.8,43
724,28,0.243902439,,,1229,59.54,46.81,0.288415712,0.010047086,74,43
802,24,0.00501929,3.37884,0.195121951,1224,74.96,32.76,,,5.8,43
876,29,0.0133399,3.89835,0.170731707,936,70.74,87.62,0.427822617,0.016382903,82.8,43
1259,25,0.0172853,3.53157,0.170731707,3585,69.65,10.96,0.37287796,0.023758215,26.7,43
1261,33,0.243902439,,,867,67.68,41.18,0.425314619,0.007642512,74,43
1288,12,0.0327725,1.89004,0.073170732,1066,65.55,1.98,0.352108283,0.033141521,71.2,43
1296,29,0.195121951,,,627,69.96,35.97,0.623310834,0.029951716,77.5,43
1398,34,0.00911001,3.12624,0.292682927,951,69.06,88.89,0.232322449,0.006717488,61.7,43
1494,31,0.011284,5.02424,0.268292683,988,71.14,98.61,0.360706067,0.016829285,73.8,43
1571,27,0.233293,5.72536,0.195121951,1451,74.04,68.8,0.210318508,0.093406341,25.3,43
1594,23,1.20785,7.53135,0.243902439,1782,70,5.61,,,0,43
1616,36,0.0129675,6.20792,0.365853659,957,72.38,68.94,0.350203588,0.015912595,29.6,43
1671,35,0.341463415,,,2128,76.73,78.98,0.417076403,0.005324527,32.6,43
1797,26,0.0141946,3.92122,0.146341463,2451,70.25,25.85,0.345770419,0.014120125,67.8,43
1912,37,0.012394,3.73503,0.414634146,1710,70.54,61.03,0.271252526,0.006982903,41.8,43
1986,35,0.0154974,4.8802,0.341463415,1140,65.73,28.94,0.379753257,0.006546027,56.6,43
1993,36,0.0219025,4.34292,0.414634146,1809,72.03,72.84,0.351637735,0.017588035,90.5,43
2009,35,0.00821625,2.86912,0.317073171,585,61.67,70.62,0.192216731,0.008673541,80.3,43
2179,32,0.0494666,5.68447,0.390243902,546,64.57,73.68,0.306964509,0.00712103,33.2,43
2301,31,0.0104768,3.98864,0.268292683,987,69.2,89.73,0.313571638,0.024093679,68.5,43
2385,37,0.341463415,,,984,61.83,49.18,0.312028283,0.013638106,58.5,43
2400,36,0.0135311,3.94265,0.365853659,859,69,88.64,0.351020311,0.012410194,83.5,43
2417,37,0.0184259,5.12319,0.268292683,646,58.51,47.55,0.368668453,0.013418443,28.4,43
2482,37,0.0175074,4.72861,0.341463415,1511,69.64,55.3,0.388497194,0.0166716,76.6,43
2512,13,0.0213052,2.07752,0.146341463,1509,72,70.45,0.434994994,0.01689624,73.8,43
2575,36,0.0112054,3.79512,0.195121951,689,65.68,50.93,0.304749624,0.015763698,49,43
2607,33,0.0162211,5.13576,0.390243902,1176,73.77,97.51,0.289405198,0.017854334,90,43
2675,36,0.008097,4.51704,0.365853659,2600,72.71,71.99,0.33717713,0.014032788,83.4,43
318,28,0.00478164,3.77142,0.195121951,2069,62.41,58.74,0.285275277,0.012024456,84.1,42
432,24,0.0107618,3.11345,0.146341463,2235,61.91,0.63,,,74.1,42
456,31,0.170731707,,,816,68.17,90.41,0.181906524,0.000932704,0,42
602,29,0.0197959,4.39713,0.195121951,609,65.41,86.97,0.456522515,0.025252177,54.9,42
609,30,0.317073171,,,1458,68.61,84.62,0.299222395,0.033096337,34.9,42
621,32,0.317073171,,,1095,77.47,62.09,0.345961538,0.001628382,0,42
641,28,0.503104,8.47768,0.219512195,702,64.42,5.14,,,0,42
858,32,0.0294012,4.91678,0.317073171,1479,67.23,10.19,0.396441311,0.024489104,93.2,42
990,20,0.00783709,1.92904,0.12195122,6480,68.83,0.02,,,60.9,42
1059,21,0.0147449,3.00526,0.12195122,1524,60.1,9.89,0.022116568,0.0099603,90.8,42
1583,34,0.341463415,,,1827,66.78,78.21,0.167786124,0.005947403,67,42
1855,29,0.00487395,3.20417,0.292682927,1215,75.79,33.03,0.183544573,0.015557022,87.2,42
2152,31,0.0231775,5.77233,0.317073171,777,70.86,52.99,0.64802851,0.006909442,63.9,42
2153,35,0.0560497,4.9188,0.219512195,1104,62.24,37.17,0.179801236,0.013881952,50,42
2162,37,0.014885,5.75592,0.365853659,861,67.26,40.19,0.355506092,0.032646413,76.6,42
2457,36,0.263613,8.05991,0.268292683,399,59.68,91.99,0.281007026,0.010691118,44.5,42
2463,36,0.0281266,5.13121,0.390243902,936,70.94,4.33,0.474298632,0.003131721,24.2,42
2659,36,0.00962721,4.98453,0.12195122,651,64.69,90.43,0.288667826,0.019462965,62.1,42
2770,38,0.0132937,4.90425,0.365853659,1524,68.92,27.3,0.291000523,0.011075305,81.5,42
2786,40,0.0468295,5.6165,0.56097561,2755,68.66,73.48,0.498232372,0.003534543,84.7,42
2835,27,0.197819,4.30978,0.170731707,498,52.42,94.35,1.241347715,0.014611895,63.5,42
2852,32,0.0442532,4.68887,0.365853659,2418,77,0,0.528989391,0.008181742,64.7,42
2887,14,0.806878,5.52722,0.097560976,2271,72.23,80.01,0.318791496,0.01195546,49,42
2969,12,0.0121165,1.48425,0.146341463,1098,75.64,11.75,0.359035548,0.002942817,43.7,42
12,27,0.0249743,5.69681,0.219512195,850,70.36,44.82,0.412630104,0.024099652,22.8,41
121,28,0.0247239,6.09198,0.243902439,2394,71,52.73,0.445162423,0.016507195,89.7,41
202,29,0.0136096,3.32311,0.219512195,3531,72.59,1.17,0.304831171,0.014573037,52.5,41
205,26,0.0170253,3.05734,0.146341463,2226,63.54,91.96,0.241282201,0.021547029,79.8,41
229,28,0.0183991,4.41521,0.146341463,987,72.04,43.3,0.389302656,0.015852649,57.5,41
254,28,0.00720291,4.03209,0.219512195,1297,67.08,93.92,0.291832404,0.013496114,77.3,41
256,29,0.0109726,3.73526,0.243902439,1344,67.81,38.8,0.234632721,0.021503537,15.2,41
337,28,0.00679278,3.50589,0.219512195,1656,65.77,87.31,0.353574754,0.007300562,60.5,41
695,31,0.170731707,,,958,67.72,9.67,0.445121219,0.023216223,28.4,41
703,28,0.0372512,5.15723,0.170731707,1452,69,8.92,,,28,41
732,31,0.0250287,5.04907,0.292682927,1365,66.14,0.47,0.475750876,0.017311116,48.3,41
782,27,0.00413565,2.79341,0.146341463,705,65.54,60.59,0.164190936,0.006464241,24.7,41
901,31,0.0484966,5.56722,0.317073171,2231,72.66,88.13,0.58290909,0.010226492,51.4,41
1128,30,0.268292683,,,864,71.75,68.02,0.325930772,0.026219728,82.8,41
1275,31,0.0159105,2.99639,0.317073171,6810,75.59,71.06,0.376838222,0.006013051,77.3,41
1294,30,0.00638801,3.18387,0.292682927,1455,69.36,98.84,0.230527097,0.004086464,59.6,41
1382,30,0.0426789,5.83404,0.146341463,376,58.93,4.81,0.673629304,0.011484226,9.6,41
1438,31,0.0414955,4.29192,0.243902439,1166,66.24,1.67,0.524196654,0.044070845,47.3,41
1533,34,0.029425,5.58396,0.414634146,2445,71.38,50.71,0.535262351,0.009338592,28.4,41
1580,30,0.0116324,4.14114,0.243902439,2862,65.86,80.85,0.347360826,0.021888577,85.8,41
1649,35,0.00957251,4.33801,0.292682927,876,64.97,61.19,0.248961211,0.011108235,65.1,41
1678,36,0.0488164,6.47631,0.341463415,546,64.03,92.21,0.350693389,0.009876842,25.6,41
1837,33,0.219512195,,,941,69.66,12.08,0.529934466,0.009664793,60,41
1870,27,0.00803603,4.36112,0.170731707,1204,67.38,58.33,0.297005086,0.039147974,74,41
2042,33,0.0268057,5.06564,0.219512195,1837,69.1,39.21,0.354283969,0.010198099,41.8,41
2053,30,0.00754553,4.84426,0.243902439,1585,66.45,59.83,0.295430163,0.048852405,83.9,41
2058,32,0.00473641,3.9094,0.268292683,1275,70.93,99.29,0.24205986,0.017106591,90.6,41
2133,27,0.485793,7.53956,0.195121951,1903,65.24,35.34,0.5110126,0.004327073,0,41
2196,37,0.292682927,,,648,64.31,51.59,0.381205225,0.028946831,66.4,41
2220,36,0.108118,6.5829,0.317073171,1283,66.38,87.94,0.316678682,0.015881837,66.5,41
2347,31,0.0304944,5.10881,0.243902439,1317,62.37,70.61,0.387586963,0.011435202,82.5,41
2368,21,0.0122956,2.7796,0.097560976,4226,58.65,10.9,0.202616508,0.038774964,47,41
2374,39,0.292682927,,,738,66.22,72.19,0.259712876,0.00556756,60.2,41
2380,38,0.0255444,5.47285,0.317073171,1827,70.78,10.1,0.437588279,0.004488645,38.8,41
2477,36,0.365853659,,,1897,68.44,2.59,0.771106824,0.019341178,78.8,41
2506,36,0.018092,4.56197,0.292682927,1479,63.5,95.05,0.231636555,0.01420905,57,41
2762,38,0.390243902,,,996,68.94,69.53,0.233169281,0.006098978,80.4,41
2821,30,1.20507,9.54683,0.195121951,1827,63,10.12,0.464190059,0.024766689,86.8,41
150,28,0.0146971,3.19118,0.243902439,3576,71.81,92.53,0.390871504,0.016181352,67.6,40
189,27,0.00497438,3.53569,0.268292683,1191,68.88,82.26,0.238436932,0.026881872,83.9,40
291,29,0.195121951,,,3063,75.3,23.82,0.287931647,0.005175064,14.5,40
357,27,0.195121951,,,2112,63.8,6.98,,,0,40
547,11,0.0343391,1.82943,0.073170732,1392,63.4,80.17,0.433210829,0.006466902,43.8,40
674,31,0.0148475,3.98872,0.219512195,906,67.31,59.68,0.331003078,0.027617271,76.4,40
721,31,0.00966352,3.10722,0.243902439,705,61.83,99.73,0.29243277,0.003217003,0,40
830,32,0.0176657,5.05882,0.292682927,869,71.43,31.73,0.482280389,0.028135362,84.2,40
996,29,0.00802097,3.02572,0.292682927,2418,73.7,23.93,0.285116006,0.03556111,0,40
1391,33,0.243902439,,,1095,60.84,76.85,0.341004475,0.021796593,50.9,40
1402,32,0.010473,3.16486,0.219512195,1914,61.53,98.6,0.222585992,0.01872728,85.2,40
1627,32,0.0216676,5.42613,0.219512195,570,61.63,19.37,0.351330307,0.023240075,80,40
1749,26,0.00953493,3.73372,0.170731707,1126,70.38,64.63,0.35008915,0.013760216,80.5,40
1810,35,0.0103485,3.64838,0.341463415,2187,65.36,58.95,0.309240089,0.00738746,66,40
1815,31,0.243902439,,,1670,64.63,75.3,0.469447343,0.0326581,67.5,40
1839,28,0.0124351,3.84772,0.219512195,2018,69,85.12,0.273998082,0.013240113,42.6,40
1916,34,0.00937405,4.68023,0.317073171,1175,70.03,88.23,0.445238586,0.001334702,0,40
1976,34,0.0176836,5.58135,0.243902439,858,68.78,94.5,0.458189903,0.046665768,80,40
2370,26,0.00667237,3.67395,0.195121951,1627,60.6,47.12,0.263843647,0.098621143,81.4,40
2615,34,0.015126,6.20161,0.268292683,1271,65.5,0.01,,,0,40
2624,39,0.0128729,4.92777,0.341463415,1260,66.34,90.27,0.276989147,0.01398441,89.6,40
2628,36,0.00854776,4.54064,0.195121951,612,55.12,98.03,0.166783415,0.026498485,88.4,40
2904,40,0.00992031,4.14152,0.43902439,2067,70.45,0.03,0.314330515,0.017617771,66,40
2943,27,0.0122301,2.60659,0.243902439,2949,72.2,89.48,0.317965996,0.006000323,37,40
2946,10,0.0427807,1.35243,0.12195122,1476,82.56,60.99,0.516153991,0.008056986,0,40
3059,33,0.0191141,3.76009,0.268292683,1935,72.41,50.52,0.466305452,0.00275892,74.1,40
3081,28,0.00569769,3.64694,0.195121951,1616,66.12,34.76,0.267813995,0.001139944,0,40
468,29,0.113313,6.76606,0.146341463,805,68.48,67.31,0.472736684,0.011702913,41.2,39
519,29,0.170731707,,,1701,66.93,98.11,0.392064856,0.012503136,77.2,39
545,30,0.0203177,5.28407,0.317073171,1647,77.96,57.02,0.472316671,0.0095535,24.1,39
567,29,0.0144625,4.12243,0.268292683,1437,71.81,53.9,0.420980189,0.012015891,88.9,39
688,28,0.170731707,,,861,65.69,45.3,,,39.7,39
743,31,0.00761324,4.12102,0.268292683,1599,64.45,80.38,0.31163339,0.018861715,78.2,39
833,32,0.00990691,3.92243,0.317073171,2730,66,21.9,0.317969598,0.020228391,61.6,39
860,32,0.0135462,4.1,0.292682927,1181,66.63,90.08,0.429638163,0.011070315,2.3,39
1020,29,0.0111588,5.6234,0.219512195,2290,70.39,98.22,0.389414344,0.013145032,10.3,39
1069,32,0.0183861,4.49241,0.219512195,864,73.5,92.17,0.285383547,0.000933381,0,39
1081,31,0.0182543,4.1666,0.243902439,1021,68.79,83.04,0.330363933,0.005779851,66.6,39
1395,35,0.365853659,,,630,69.55,42.53,0.468192323,0.018707067,52.6,39
1442,34,0.0116123,4.56702,0.341463415,1009,69.91,93.15,0.351680396,0.025937312,20.1,39
1456,30,0.0182646,4.93558,0.292682927,2842,70.61,10.4,0.385658745,0.021067202,76.2,39
1471,30,0.00670045,2.89451,0.292682927,4161,65.86,39.51,0.323204116,0.00359927,85.2,39
1658,32,0.046047,5.57633,0.268292683,821,64.47,46.41,0.577947851,0.011763594,6.95,39
1663,29,0.0110237,4.26141,0.170731707,1471,60.11,72.62,0.259030841,0.021929464,41.5,39
1677,35,0.0285829,6.33114,0.292682927,1459,65.42,6.55,0.366777995,0.005497964,10,39
1721,35,0.00712353,5.46962,0.317073171,957,73.91,86.79,0.212041867,0.012992711,41.9,39
1736,34,0.0220286,4.66888,0.317073171,1093,69.73,26.56,0.452110192,0.012145957,79.5,39
1833,35,0.0543868,4.61713,0.365853659,2154,73.18,31.35,0.733365207,0.028104138,73.9,39
1920,33,0.219512195,,,1088,72.16,21.03,0.656284975,2.97E-06,0,39
2003,33,0.195121951,,,1053,65.58,34.9,0.227920989,0.00257242,38.1,39
2165,35,0.268292683,,,981,67.48,78.79,0.273135552,7.54E-05,0,39
2410,38,0.0184998,5.65117,0.463414634,2760,71.22,96.82,0.342398191,0.002857181,78.9,39
2478,34,0.0100136,4.91739,0.341463415,1263,62.72,88.35,0.350909993,0.010988706,0,39
2494,37,0.0474289,7.22103,0.341463415,1443,70.56,69.41,0.649234558,0.008221093,41.5,39
2547,13,0.019826,2.2338,0.12195122,1073,67.83,39.87,0.43993492,0.007045825,81.3,39
2602,38,0.317073171,,,6681,68.83,0,0.372722764,0.030021872,66.6,39
2640,35,0.268292683,,,929,67.62,0.61,0.435244212,0.02609446,57.6,39
2766,39,0.013419,4.66754,0.43902439,894,72.21,48.35,0.409872493,0.018553163,69.3,39
3018,26,0.0221635,3.84295,0.170731707,1457,56.48,53.71,0.269816722,0.010715766,91.1,39
3053,28,0.0104253,3.61139,0.243902439,1587,66.08,9.28,0.339597791,0.018832565,75.8,39
71,27,0.0192359,4.86523,0.146341463,1398,66.64,48.23,0.462488312,0.013162623,39.4,38
85,26,0.00766671,3.08728,0.195121951,522,58.12,10.96,0.279442224,0.033046119,86.1,38
605,30,0.268292683,,,672,72.93,98.24,0.366879355,0.01289646,39.9,38
631,29,0.0108601,4.96072,0.219512195,850,66.85,39.92,0.302800605,0.025657711,64.8,38
1013,27,0.0170993,3.93123,0.219512195,1410,71.92,64.78,0.273203427,0.011028804,72.5,38
1016,28,0.0164137,4.50182,0.219512195,1362,69.04,97.85,0.466517664,0.009355537,75.4,38
1033,24,0.0244384,4.88568,0.170731707,2374,65.82,99.62,0.482065245,0.025850993,42.5,38
1051,31,0.219512195,,,2763,62.87,23.35,0.221914274,0.007810741,69.6,38
1097,33,0.0391411,5.01851,0.268292683,910,72.9,94.9,0.638564902,0.014102585,81.5,38
1378,34,0.0233265,5.5821,0.292682927,960,71.59,41.5,0.345841458,0.019565158,62.8,38
1415,33,0.0101481,4.56856,0.243902439,486,67.81,38.68,0.335257723,0.022254407,44.4,38
1507,29,0.0560357,4.71,0.317073171,1095,68.67,10.99,0.609941252,0.016421147,75.9,38
1747,32,0.0194351,5.36086,0.170731707,1211,67.5,0.74,0.352087755,0.019438974,36.1,38
1752,36,0.0554463,3.92901,0.365853659,912,71.21,99.83,0.663264855,0.014097874,86.2,38
1892,35,0.0244001,5.66153,0.317073171,563,64.58,77.95,0.427711614,0.017389211,46,38
2014,36,0.0207545,4.7756,0.268292683,957,75.91,0,0.455520171,0.012561043,69.8,38
2267,37,0.0186332,5.13613,0.390243902,5160,69.31,3.4,0.46027452,0.002564159,3.65,38
2342,26,0.0324502,3.22855,0.292682927,2650,64.16,3.04,0.501764996,0.02388187,40.1,38
2397,37,0.317073171,,,922,72.11,38.27,0.248287582,0.027463818,82.5,38
2425,10,0.00835517,0.682924,0.097560976,1425,76.11,95.84,0.173452725,0.004572014,22.4,38
2489,35,0.268292683,,,1428,65.76,50.91,0.223767233,0.015324772,69,38
2598,38,0.0136062,5.65421,0.43902439,1641,73.05,86.11,0.284197563,0.012214347,12.6,38
2880,37,0.0113323,4.53841,0.292682927,804,70.26,8.72,0.265416666,0.020107004,46.6,38
2909,42,0.390243902,,,1708,73.78,73.29,0.340550176,0.007551236,46.5,38
2954,37,0.0119005,6.49791,0.317073171,1671,65.78,5.88,0.401642296,0.024693292,56.3,38
36,28,0.0155406,3.92832,0.219512195,1464,68.23,1.63,0.420366302,0.01211693,58.4,37
126,27,0.0227799,4.83791,0.146341463,1177,63,0,0.510545887,0.010244131,30.6,37
289,28,0.170731707,,,1014,60.54,0.91,0.309505456,0.023156923,42.5,37
322,28,0.243902439,,,1893,69.46,82.84,0.224094452,0.00705716,81,37
887,32,0.0124759,3.8177,0.243902439,1582,68.67,72.51,0.246139414,2.21E-05,0,37
898,32,0.0150129,4.82769,0.317073171,1151,75.03,71.72,0.446576868,0.001180204,13.2,37
908,30,0.0208792,4.53307,0.219512195,1284,70.36,1.8,0.369940921,0.013771764,52.4,37
945,27,0.00398853,3.08278,0.292682927,1054,65.16,56.99,,,55.1,37
1063,33,0.00451793,3.75421,0.317073171,1612,71.29,99.72,0.233400986,0.015236817,85,37
1123,34,0.317073171,,,882,70.22,76.33,0.276876185,0.007332297,5.05,37
1271,25,0.00491614,2.18472,0.292682927,1539,73.79,96.46,0.265465636,0.013126779,88.8,37
1440,34,0.00852327,4.72527,0.292682927,2010,72.59,91.47,0.233107835,0.011022835,66,37
1518,28,0.0407741,4.83041,0.341463415,3744,74.27,14.77,0.375884288,0.023455062,89.3,37
1640,35,0.058524,7.44719,0.292682927,1491,77.73,3.06,0.688430874,0.014867823,83.7,37
1731,35,0.00733012,3.4155,0.341463415,1029,68.73,38.79,0.206565801,0.004739006,36.6,37
1881,23,0.0289438,3.2187,0.146341463,2286,68.9,95.32,0.469846144,0.014709897,5.55,37
1968,34,0.0145209,4.73198,0.243902439,1299,70.25,22.87,0.38494971,0.015769125,35,37
2318,25,0.00824799,2.54268,0.146341463,2544,73.39,39.95,0.292938481,0.01232804,69.7,37
2491,36,0.0114919,3.00353,0.268292683,1317,64.4,98.37,0.145656299,0.017381879,81.7,37
2545,13,0.0194712,2.23046,0.12195122,1071,68.17,39.87,0.437142248,0.006796392,81,37
2592,36,0.0166766,4.85632,0.243902439,682,54,99.94,0.426995281,0.017046221,59.5,37
2634,32,0.0171627,4.12211,0.317073171,1116,63.83,19.94,0.280596422,0.003422674,20.8,37
2692,37,0.0223063,4.99714,0.414634146,1019,69.91,1.63,0.458324286,0.005782145,45.4,37
2767,38,0.0131368,3.99359,0.585365854,2892,71.33,1.73,0.373312851,0.009664027,90.7,37
2838,37,0.292682927,,,1254,62.72,40.68,0.313535203,0.010805023,79.4,37
2898,39,0.0162244,7.19886,0.414634146,1081,65.54,48.39,0.358414358,0.018796618,51,37
45,29,0.170731707,,,1017,69.07,54.69,0.383894921,0.009935259,41.4,36
146,28,0.0112817,3.10407,0.268292683,1566,63.26,10.06,0.237698672,0.026921493,95.6,36
210,29,0.0218037,5.21277,0.243902439,570,74.59,80.27,0.312871525,0.016446987,71.5,36
252,27,0.0155293,5.83028,0.243902439,1100,70.92,48.12,0.274669374,0.005622409,35.1,36
257,28,0.0313524,3.68432,0.170731707,1498,66.26,87.66,0.23027812,0.0076281,15.8,36
326,30,0.00362609,2.60419,0.219512195,1533,67.57,99.24,0.200483107,0.021924472,91.9,36
454,16,0.0215877,2.20585,0.12195122,3291,74.14,71.98,0.291490445,2.44E-06,0,36
561,29,0.0190851,5.27308,0.243902439,1297,70.22,97.95,0.451669753,0.00383533,0,36
614,32,0.0335674,6.0501,0.243902439,696,67.37,30.66,0.56279851,0.046608883,84.2,36
623,31,0.292682927,,,1198,73.38,4.81,0.568822802,0.005275778,42.7,36
679,31,0.0153257,4.0962,0.243902439,1308,72.07,91.29,0.314478281,0.013630356,79.2,36
795,31,0.0030859,2.22613,0.268292683,1872,72.03,45.56,0.152752815,0.011164955,52.5,36
978,28,0.011357,3.55047,0.219512195,1557,64.11,87.53,0.282879562,0.024597986,49.5,36
1031,29,0.219512195,,,3334,69.93,20.95,0.497891548,0.030771601,78.5,36
1057,28,0.170731707,,,2369,69.46,18.6,0.318805443,0.011001816,90.8,36
1249,28,0.0125708,3.11119,0.146341463,846,67.46,10.41,0.271346485,0.025350355,82,36
1290,32,0.0166502,5.06356,0.292682927,1361,68.53,20.2,0.423709689,0.011703607,80.8,36
1348,31,0.0132679,6.05164,0.195121951,480,58.83,27.66,0.508780788,0.021703587,48.1,36
1455,34,0.0216402,5.85723,0.341463415,719,58.03,99.32,0.369734832,0.008751971,31.9,36
1573,31,0.00862449,3.08925,0.243902439,1200,67.41,98.37,0.185837314,0.003856666,14.2,36
1691,35,0.0218229,6.93616,0.219512195,1204,61.26,18.59,0.50469336,0.016502171,48.1,36
1744,27,0.0115844,2.41919,0.170731707,387,67.92,97.72,0.243795441,2.03E-06,0,36
1773,30,0.0294038,4.03863,0.219512195,1044,62.11,56.27,0.36679419,0.008497062,62.4,36
1793,33,0.0171493,4.40095,0.195121951,1009,71.65,47.68,0.322796593,0.014164387,15.2,36
1896,35,0.0132807,4.61764,0.317073171,780,64.45,99.85,0.386304894,0.019343906,37.8,36
2442,36,0.317073171,,,825,66.38,60.89,0.440730259,2.31E-06,0,36
2492,34,0.292682927,,,1095,66.59,70.67,0.320337181,0.004674054,76.5,36
2576,15,0.0579743,3.02045,0.219512195,1613,65.86,66.03,,,0,36
2894,39,0.0240479,6.70611,0.463414634,1815,71.47,10.77,0.412627828,0.017670319,47.8,36
3074,26,0.00346508,2.96862,0.170731707,1038,63,52.88,0.214430046,0.01558321,74.9,36
165,30,2.2214,13.1826,0.195121951,942,58.71,78.95,0.4778,0.0204,39.3,35
185,25,0.0179368,3.6355,0.12195122,1354,69.48,16.96,0.331620031,0.006926683,48.8,35
285,26,0.0099449,3.90749,0.170731707,2102,68.75,15.22,0.387931379,0.00177492,21.1,35
421,31,0.0116789,3.908,0.219512195,835,69.48,29.54,0.357855975,0.018597106,69.1,35
531,29,0.0133012,3.76285,0.243902439,1459,66.3,82.76,0.334848086,0.023459262,88.9,35
580,23,0.0201899,3.36067,0.195121951,1226,68.76,65.65,0.410235765,0.022867248,52.8,35
